    Jan-Mar_2022_____________ L-OTI(^S^o^N^C) Anomaly vs 1951-1980              
   i   j     lon     lat    array(i,j)
 155   4  129.00  -83.00        0.3809
 156   4  131.00  -83.00        0.3809
 157   4  133.00  -83.00        0.3809
 158   4  135.00  -83.00        0.3809
 159   4  137.00  -83.00        0.3809
 160   4  139.00  -83.00        0.3809
 161   4  141.00  -83.00        0.3809
 162   4  143.00  -83.00        0.3809
 163   4  145.00  -83.00        0.3809
 164   4  147.00  -83.00        0.3809
 165   4  149.00  -83.00        0.3809
 166   4  151.00  -83.00        0.3809
 167   4  153.00  -83.00        0.3809
 168   4  155.00  -83.00        0.3809
 169   4  157.00  -83.00        0.3809
 170   4  159.00  -83.00        0.3809
 171   4  161.00  -83.00        0.3809
 172   4  163.00  -83.00        0.3809
 173   4  165.00  -83.00        0.3809
 174   4  167.00  -83.00        0.3809
 175   4  169.00  -83.00        0.3809
 176   4  171.00  -83.00        0.3809
 177   4  173.00  -83.00        0.3809
 178   4  175.00  -83.00        0.3809
 179   4  177.00  -83.00        0.3809
 180   4  179.00  -83.00        0.3809
   1   5 -179.00  -81.00        1.3868
   2   5 -177.00  -81.00        1.3868
   3   5 -175.00  -81.00        1.3868
   4   5 -173.00  -81.00        1.3868
   5   5 -171.00  -81.00        1.3740
   6   5 -169.00  -81.00        1.3613
   7   5 -167.00  -81.00        1.3613
   8   5 -165.00  -81.00        1.3613
   9   5 -163.00  -81.00        1.3613
  10   5 -161.00  -81.00        1.3360
  11   5 -159.00  -81.00        1.3360
  12   5 -157.00  -81.00        1.3360
  13   5 -155.00  -81.00        1.3360
  14   5 -153.00  -81.00        1.3385
  15   5 -151.00  -81.00        1.3410
  16   5 -149.00  -81.00        1.3410
  17   5 -147.00  -81.00        1.3410
  18   5 -145.00  -81.00        1.3410
  19   5 -143.00  -81.00        1.3789
  20   5 -141.00  -81.00        1.3789
  21   5 -139.00  -81.00        1.3789
  22   5 -137.00  -81.00        1.3789
  23   5 -135.00  -81.00        1.3896
  24   5 -133.00  -81.00        1.4002
  25   5 -131.00  -81.00        1.4002
  26   5 -129.00  -81.00        1.4002
  27   5 -127.00  -81.00        1.4002
  28   5 -125.00  -81.00        1.3999
  29   5 -123.00  -81.00        1.3999
  30   5 -121.00  -81.00        1.3999
  31   5 -119.00  -81.00        1.3999
  32   5 -117.00  -81.00        1.3542
  33   5 -115.00  -81.00        1.3085
  34   5 -113.00  -81.00        1.3085
  35   5 -111.00  -81.00        1.3085
  36   5 -109.00  -81.00        1.3085
  37   5 -107.00  -81.00        1.2349
  38   5 -105.00  -81.00        1.2349
  39   5 -103.00  -81.00        1.2349
  40   5 -101.00  -81.00        1.2349
  41   5  -99.00  -81.00        1.2178
  42   5  -97.00  -81.00        1.2007
  43   5  -95.00  -81.00        1.2007
  44   5  -93.00  -81.00        1.2007
  45   5  -91.00  -81.00        1.2007
  46   5  -89.00  -81.00        1.1492
  47   5  -87.00  -81.00        1.1492
  48   5  -85.00  -81.00        1.1492
  49   5  -83.00  -81.00        1.1492
  50   5  -81.00  -81.00        1.0892
  51   5  -79.00  -81.00        1.0292
  52   5  -77.00  -81.00        1.0292
  53   5  -75.00  -81.00        1.0292
  54   5  -73.00  -81.00        1.0292
  55   5  -71.00  -81.00        0.4144
  56   5  -69.00  -81.00        0.4144
  57   5  -67.00  -81.00        0.4144
  58   5  -65.00  -81.00        0.4144
  59   5  -63.00  -81.00        0.1873
  60   5  -61.00  -81.00       -0.0399
  61   5  -59.00  -81.00       -0.0399
  62   5  -57.00  -81.00       -0.0399
  63   5  -55.00  -81.00       -0.0399
  64   5  -53.00  -81.00       -0.3270
  65   5  -51.00  -81.00       -0.3270
  66   5  -49.00  -81.00       -0.3270
  67   5  -47.00  -81.00       -0.3270
  68   5  -45.00  -81.00       -0.3866
  69   5  -43.00  -81.00       -0.4461
  70   5  -41.00  -81.00       -0.4461
  71   5  -39.00  -81.00       -0.4461
  72   5  -37.00  -81.00       -0.4461
  73   5  -35.00  -81.00       -0.5437
  74   5  -33.00  -81.00       -0.5437
  75   5  -31.00  -81.00       -0.5437
  76   5  -29.00  -81.00       -0.5437
  77   5  -27.00  -81.00       -0.5424
  78   5  -25.00  -81.00       -0.5410
  79   5  -23.00  -81.00       -0.5410
  80   5  -21.00  -81.00       -0.5410
  81   5  -19.00  -81.00       -0.5410
  82   5  -17.00  -81.00       -0.5309
  83   5  -15.00  -81.00       -0.5309
  84   5  -13.00  -81.00       -0.5309
  85   5  -11.00  -81.00       -0.5309
  86   5   -9.00  -81.00       -0.4907
  87   5   -7.00  -81.00       -0.4505
  88   5   -5.00  -81.00       -0.4505
  89   5   -3.00  -81.00       -0.4505
  90   5   -1.00  -81.00       -0.4505
  91   5    1.00  -81.00       -0.3039
  92   5    3.00  -81.00       -0.3039
  93   5    5.00  -81.00       -0.3039
  94   5    7.00  -81.00       -0.3039
  95   5    9.00  -81.00       -0.1537
  96   5   11.00  -81.00       -0.0036
  97   5   13.00  -81.00       -0.0036
  98   5   15.00  -81.00       -0.0036
  99   5   17.00  -81.00       -0.0036
 100   5   19.00  -81.00        0.5247
 101   5   21.00  -81.00        0.5247
 102   5   23.00  -81.00        0.5247
 103   5   25.00  -81.00        0.5247
 104   5   27.00  -81.00        0.7337
 105   5   29.00  -81.00        0.9427
 106   5   31.00  -81.00        0.9427
 107   5   33.00  -81.00        0.9427
 108   5   35.00  -81.00        0.9427
 109   5   37.00  -81.00        1.1691
 110   5   39.00  -81.00        1.1691
 111   5   41.00  -81.00        1.1691
 112   5   43.00  -81.00        1.1691
 113   5   45.00  -81.00        1.1985
 114   5   47.00  -81.00        1.2279
 115   5   49.00  -81.00        1.2279
 116   5   51.00  -81.00        1.2279
 117   5   53.00  -81.00        1.2279
 118   5   55.00  -81.00        1.1508
 119   5   57.00  -81.00        1.1508
 120   5   59.00  -81.00        1.1508
 121   5   61.00  -81.00        1.1508
 122   5   63.00  -81.00        1.0856
 123   5   65.00  -81.00        1.0204
 124   5   67.00  -81.00        1.0204
 125   5   69.00  -81.00        1.0204
 126   5   71.00  -81.00        1.0204
 127   5   73.00  -81.00        1.0265
 128   5   75.00  -81.00        1.0265
 129   5   77.00  -81.00        1.0265
 130   5   79.00  -81.00        1.0265
 131   5   81.00  -81.00        1.0533
 132   5   83.00  -81.00        1.0801
 133   5   85.00  -81.00        1.0801
 134   5   87.00  -81.00        1.0801
 135   5   89.00  -81.00        1.0801
 136   5   91.00  -81.00        1.3085
 137   5   93.00  -81.00        1.3085
 138   5   95.00  -81.00        1.3085
 139   5   97.00  -81.00        1.3085
 140   5   99.00  -81.00        1.4087
 141   5  101.00  -81.00        1.5090
 142   5  103.00  -81.00        1.5090
 143   5  105.00  -81.00        1.5090
 144   5  107.00  -81.00        1.5090
 145   5  109.00  -81.00        1.7344
 146   5  111.00  -81.00        1.7344
 147   5  113.00  -81.00        1.7344
 148   5  115.00  -81.00        1.7344
 149   5  117.00  -81.00        1.7479
 150   5  119.00  -81.00        1.7613
 151   5  121.00  -81.00        1.7613
 152   5  123.00  -81.00        1.7613
 153   5  125.00  -81.00        1.7613
 154   5  127.00  -81.00        1.7390
 155   5  129.00  -81.00        1.7390
 156   5  131.00  -81.00        1.7390
 157   5  133.00  -81.00        1.7390
 158   5  135.00  -81.00        1.7197
 159   5  137.00  -81.00        1.7003
 160   5  139.00  -81.00        1.7003
 161   5  141.00  -81.00        1.7003
 162   5  143.00  -81.00        1.7003
 163   5  145.00  -81.00        1.6411
 164   5  147.00  -81.00        1.6411
 165   5  149.00  -81.00        1.6411
 166   5  151.00  -81.00        1.6411
 167   5  153.00  -81.00        1.6020
 168   5  155.00  -81.00        1.5629
 169   5  157.00  -81.00        1.5629
 170   5  159.00  -81.00        1.5629
 171   5  161.00  -81.00        1.5629
 172   5  163.00  -81.00        1.4498
 173   5  165.00  -81.00        1.4498
 174   5  167.00  -81.00        1.4498
 175   5  169.00  -81.00        1.4498
 176   5  171.00  -81.00        1.4315
 177   5  173.00  -81.00        1.4132
 178   5  175.00  -81.00        1.4132
 179   5  177.00  -81.00        1.4132
 180   5  179.00  -81.00        1.4132
   1   6 -179.00  -79.00        1.4453
   2   6 -177.00  -79.00        1.4453
   3   6 -175.00  -79.00        1.4453
   4   6 -173.00  -79.00        1.4453
   5   6 -171.00  -79.00        1.4300
   6   6 -169.00  -79.00        1.4147
   7   6 -167.00  -79.00        1.4147
   8   6 -165.00  -79.00        1.4147
   9   6 -163.00  -79.00        1.4147
  10   6 -161.00  -79.00        1.3844
  11   6 -159.00  -79.00        1.3844
  12   6 -157.00  -79.00        1.3844
  13   6 -155.00  -79.00        1.3844
  14   6 -153.00  -79.00        1.3882
  15   6 -151.00  -79.00        1.3920
  16   6 -149.00  -79.00        1.3920
  17   6 -147.00  -79.00        1.3920
  18   6 -145.00  -79.00        1.3920
  19   6 -143.00  -79.00        1.4977
  20   6 -141.00  -79.00        1.4977
  21   6 -139.00  -79.00        1.4977
  22   6 -137.00  -79.00        1.4977
  23   6 -135.00  -79.00        1.4819
  24   6 -133.00  -79.00        1.4661
  25   6 -131.00  -79.00        1.4661
  26   6 -129.00  -79.00        1.4661
  27   6 -127.00  -79.00        1.4661
  28   6 -125.00  -79.00        1.4528
  29   6 -123.00  -79.00        1.4528
  30   6 -121.00  -79.00        1.4528
  31   6 -119.00  -79.00        1.4528
  32   6 -117.00  -79.00        1.4173
  33   6 -115.00  -79.00        1.3818
  34   6 -113.00  -79.00        1.3818
  35   6 -111.00  -79.00        1.3818
  36   6 -109.00  -79.00        1.3818
  37   6 -107.00  -79.00        1.3156
  38   6 -105.00  -79.00        1.3156
  39   6 -103.00  -79.00        1.3156
  40   6 -101.00  -79.00        1.3156
  41   6  -99.00  -79.00        1.3045
  42   6  -97.00  -79.00        1.2934
  43   6  -95.00  -79.00        1.2934
  44   6  -93.00  -79.00        1.2934
  45   6  -91.00  -79.00        1.2934
  46   6  -89.00  -79.00        1.3880
  47   6  -87.00  -79.00        1.3880
  48   6  -85.00  -79.00        1.3880
  49   6  -83.00  -79.00        1.3880
  50   6  -81.00  -79.00        1.2752
  51   6  -79.00  -79.00        1.1625
  52   6  -77.00  -79.00        1.1625
  53   6  -75.00  -79.00        1.1625
  54   6  -73.00  -79.00        1.1625
  55   6  -71.00  -79.00        0.5168
  56   6  -69.00  -79.00        0.5168
  57   6  -67.00  -79.00        0.5168
  58   6  -65.00  -79.00        0.5168
  59   6  -63.00  -79.00        0.2523
  60   6  -61.00  -79.00       -0.0121
  61   6  -59.00  -79.00       -0.0121
  62   6  -57.00  -79.00       -0.0121
  63   6  -55.00  -79.00       -0.0121
  64   6  -53.00  -79.00       -0.3832
  65   6  -51.00  -79.00       -0.3832
  66   6  -49.00  -79.00       -0.3832
  67   6  -47.00  -79.00       -0.3832
  68   6  -45.00  -79.00       -0.4440
  69   6  -43.00  -79.00       -0.5049
  70   6  -41.00  -79.00       -0.5049
  71   6  -39.00  -79.00       -0.5049
  72   6  -37.00  -79.00       -0.5049
  73   6  -35.00  -79.00       -0.5755
  74   6  -33.00  -79.00       -0.5755
  75   6  -31.00  -79.00       -0.5755
  76   6  -29.00  -79.00       -0.5755
  77   6  -27.00  -79.00       -0.5748
  78   6  -25.00  -79.00       -0.5740
  79   6  -23.00  -79.00       -0.5740
  80   6  -21.00  -79.00       -0.5740
  81   6  -19.00  -79.00       -0.5740
  82   6  -17.00  -79.00       -0.5297
  83   6  -15.00  -79.00       -0.5297
  84   6  -13.00  -79.00       -0.5297
  85   6  -11.00  -79.00       -0.5297
  86   6   -9.00  -79.00       -0.4804
  87   6   -7.00  -79.00       -0.4311
  88   6   -5.00  -79.00       -0.4311
  89   6   -3.00  -79.00       -0.4311
  90   6   -1.00  -79.00       -0.4311
  91   6    1.00  -79.00       -0.2686
  92   6    3.00  -79.00       -0.2686
  93   6    5.00  -79.00       -0.2686
  94   6    7.00  -79.00       -0.2686
  95   6    9.00  -79.00       -0.0918
  96   6   11.00  -79.00        0.0850
  97   6   13.00  -79.00        0.0850
  98   6   15.00  -79.00        0.0850
  99   6   17.00  -79.00        0.0850
 100   6   19.00  -79.00        0.6955
 101   6   21.00  -79.00        0.6955
 102   6   23.00  -79.00        0.6955
 103   6   25.00  -79.00        0.6955
 104   6   27.00  -79.00        0.9078
 105   6   29.00  -79.00        1.1200
 106   6   31.00  -79.00        1.1200
 107   6   33.00  -79.00        1.1200
 108   6   35.00  -79.00        1.1200
 109   6   37.00  -79.00        1.3947
 110   6   39.00  -79.00        1.3947
 111   6   41.00  -79.00        1.3947
 112   6   43.00  -79.00        1.3947
 113   6   45.00  -79.00        1.4241
 114   6   47.00  -79.00        1.4536
 115   6   49.00  -79.00        1.4536
 116   6   51.00  -79.00        1.4536
 117   6   53.00  -79.00        1.4536
 118   6   55.00  -79.00        1.3465
 119   6   57.00  -79.00        1.3465
 120   6   59.00  -79.00        1.3465
 121   6   61.00  -79.00        1.3465
 122   6   63.00  -79.00        1.2730
 123   6   65.00  -79.00        1.1994
 124   6   67.00  -79.00        1.1994
 125   6   69.00  -79.00        1.1994
 126   6   71.00  -79.00        1.1994
 127   6   73.00  -79.00        1.1659
 128   6   75.00  -79.00        1.1659
 129   6   77.00  -79.00        1.1659
 130   6   79.00  -79.00        1.1659
 131   6   81.00  -79.00        1.2048
 132   6   83.00  -79.00        1.2437
 133   6   85.00  -79.00        1.2437
 134   6   87.00  -79.00        1.2437
 135   6   89.00  -79.00        1.2437
 136   6   91.00  -79.00        1.4781
 137   6   93.00  -79.00        1.4781
 138   6   95.00  -79.00        1.4781
 139   6   97.00  -79.00        1.4781
 140   6   99.00  -79.00        1.5670
 141   6  101.00  -79.00        1.6560
 142   6  103.00  -79.00        1.6560
 143   6  105.00  -79.00        1.6560
 144   6  107.00  -79.00        1.6560
 145   6  109.00  -79.00        1.8121
 146   6  111.00  -79.00        1.8121
 147   6  113.00  -79.00        1.8121
 148   6  115.00  -79.00        1.8121
 149   6  117.00  -79.00        1.8490
 150   6  119.00  -79.00        1.8858
 151   6  121.00  -79.00        1.8858
 152   6  123.00  -79.00        1.8858
 153   6  125.00  -79.00        1.8858
 154   6  127.00  -79.00        1.8274
 155   6  129.00  -79.00        1.8274
 156   6  131.00  -79.00        1.8274
 157   6  133.00  -79.00        1.8274
 158   6  135.00  -79.00        1.8003
 159   6  137.00  -79.00        1.7731
 160   6  139.00  -79.00        1.7731
 161   6  141.00  -79.00        1.7731
 162   6  143.00  -79.00        1.7731
 163   6  145.00  -79.00        1.7092
 164   6  147.00  -79.00        1.7092
 165   6  149.00  -79.00        1.7092
 166   6  151.00  -79.00        1.7092
 167   6  153.00  -79.00        1.6705
 168   6  155.00  -79.00        1.6317
 169   6  157.00  -79.00        1.6317
 170   6  159.00  -79.00        1.6317
 171   6  161.00  -79.00        1.6317
 172   6  163.00  -79.00        1.5132
 173   6  165.00  -79.00        1.5132
 174   6  167.00  -79.00        1.5132
 175   6  169.00  -79.00        1.5132
 176   6  171.00  -79.00        1.4942
 177   6  173.00  -79.00        1.4752
 178   6  175.00  -79.00        1.4752
 179   6  177.00  -79.00        1.4752
 180   6  179.00  -79.00        1.4752
   1   7 -179.00  -77.00        1.4625
   2   7 -177.00  -77.00        1.4625
   3   7 -175.00  -77.00        1.4625
   4   7 -173.00  -77.00        1.4625
   5   7 -171.00  -77.00        1.4422
   6   7 -169.00  -77.00        1.4218
   7   7 -167.00  -77.00        1.4218
   8   7 -165.00  -77.00        1.4218
   9   7 -163.00  -77.00        1.4218
  10   7 -161.00  -77.00        1.3823
  11   7 -159.00  -77.00        1.3823
  12   7 -157.00  -77.00        1.3823
  13   7 -155.00  -77.00        1.3823
  14   7 -153.00  -77.00        1.3890
  15   7 -151.00  -77.00        1.3958
  16   7 -149.00  -77.00        1.3958
  17   7 -147.00  -77.00        1.3958
  18   7 -145.00  -77.00        1.3958
  19   7 -143.00  -77.00        1.6724
  20   7 -141.00  -77.00        1.6724
  21   7 -139.00  -77.00        1.6724
  22   7 -137.00  -77.00        1.6724
  23   7 -135.00  -77.00        1.5864
  24   7 -133.00  -77.00        1.5005
  25   7 -131.00  -77.00        1.5005
  26   7 -129.00  -77.00        1.5005
  27   7 -127.00  -77.00        1.5005
  28   7 -125.00  -77.00        1.4538
  29   7 -123.00  -77.00        1.4538
  30   7 -121.00  -77.00        1.4538
  31   7 -119.00  -77.00        1.4538
  32   7 -117.00  -77.00        1.4508
  33   7 -115.00  -77.00        1.4477
  34   7 -113.00  -77.00        1.4477
  35   7 -111.00  -77.00        1.4477
  36   7 -109.00  -77.00        1.4477
  37   7 -107.00  -77.00        1.4107
  38   7 -105.00  -77.00        1.4107
  39   7 -103.00  -77.00        1.4107
  40   7 -101.00  -77.00        1.4107
  41   7  -99.00  -77.00        1.4175
  42   7  -97.00  -77.00        1.4244
  43   7  -95.00  -77.00        1.4244
  44   7  -93.00  -77.00        1.4244
  45   7  -91.00  -77.00        1.4244
  46   7  -89.00  -77.00        1.9050
  47   7  -87.00  -77.00        1.9050
  48   7  -85.00  -77.00        1.9050
  49   7  -83.00  -77.00        1.9050
  50   7  -81.00  -77.00        1.6632
  51   7  -79.00  -77.00        1.4214
  52   7  -77.00  -77.00        1.4214
  53   7  -75.00  -77.00        1.4214
  54   7  -73.00  -77.00        1.4214
  55   7  -71.00  -77.00        0.7779
  56   7  -69.00  -77.00        0.7779
  57   7  -67.00  -77.00        0.7779
  58   7  -65.00  -77.00        0.7779
  59   7  -63.00  -77.00        0.4472
  60   7  -61.00  -77.00        0.1165
  61   7  -59.00  -77.00        0.1165
  62   7  -57.00  -77.00        0.1165
  63   7  -55.00  -77.00        0.1165
  64   7  -53.00  -77.00       -0.4340
  65   7  -51.00  -77.00       -0.4340
  66   7  -49.00  -77.00       -0.4340
  67   7  -47.00  -77.00       -0.4340
  68   7  -45.00  -77.00       -0.4904
  69   7  -43.00  -77.00       -0.5468
  70   7  -41.00  -77.00       -0.5468
  71   7  -39.00  -77.00       -0.5468
